"API Access Token","Token de acesso à API"
"Access token for the instance's /private API, with or without the ""secret-token:"" prefix.","Token de acesso para a API /private da instância, com ou sem o prefixo ""secret-token:""."
"Amount","Valor"
"Applied after the Taler backend confirms the payment. State remains ""processing"".","Aplicado depois que o backend Taler confirma o pagamento. O estado permanece ""processing""."
"Applied while the customer is paying from their Taler wallet, before the payment is confirmed.","Aplicado enquanto o cliente paga com sua carteira Taler, antes de o pagamento ser confirmado."
"Base URL of your Taler merchant backend, e.g. https://backend.demo.taler.net","URL base do seu backend de lojista Taler, ex.: https://backend.demo.taler.net"
"Cannot refund: missing Taler order data.","Não é possível reembolsar: dados do pedido Taler ausentes."
"Debug Logging","Log de depuração"
"GNU Taler","GNU Taler"
"GNU Taler - Connection","GNU Taler - Conexão"
"GNU Taler - Payment Method","GNU Taler - Forma de pagamento"
"Instance","Instância"
"Log API requests and responses to var/log/taler.log.","Registrar requisições e respostas da API em var/log/taler.log."
"Merchant Backend URL","URL do backend de lojista"
"Merchant backend instance ID to bill against. Leave empty for the default instance at the backend root.","ID da instância do backend de lojista para faturamento. Deixe vazio para a instância padrão na raiz do backend."
"No payment found for order.","Nenhum pagamento encontrado para o pedido."
"Order #%s at %s","Pedido nº %s em %s"
"Order Status URL","URL do status do pedido"
"Order status set to ""%s"" per GNU Taler configuration.","Status do pedido definido como ""%s"" conforme a configuração do GNU Taler."
"Paid (processing) order status","Status do pedido pago (processing)"
"Pay URI","URI de pagamento"
"Payment was not completed.","O pagamento não foi concluído."
"Pending-payment order status","Status do pedido com pagamento pendente"
"Refund Window (days)","Janela de reembolso (dias)"
"Refund for order #%s","Reembolso do pedido nº %s"
"Refund window granted at order creation. After it passes, the Taler backend rejects refunds for the order.","Janela de reembolso concedida na criação do pedido. Depois que ela expira, o backend Taler rejeita reembolsos para o pedido."
"Refunded Total","Total reembolsado"
"Taler API error: %s","Erro da API Taler: %s"
"Taler Order ID","ID do pedido Taler"
"Taler connection error: %s","Erro de conexão com o Taler: %s"
"Taler: failed to create order. Response: %s","Taler: falha ao criar o pedido. Resposta: %s"
"The Taler refund deadline for this order has passed.","O prazo de reembolso Taler deste pedido expirou."
"The configured URL does not point to a Taler merchant backend.","A URL configurada não aponta para um backend de lojista Taler."
"The order is unknown to the Taler merchant backend.","O pedido é desconhecido para o backend de lojista Taler."
"The refund amount exceeds the amount paid via Taler.","O valor do reembolso excede o valor pago via Taler."
"Unable to initialize payment. Please try again.","Não foi possível inicializar o pagamento. Tente novamente."
"Your payment has not been confirmed yet. If you completed the payment, your order will be processed automatically as soon as the Taler backend confirms it.","Seu pagamento ainda não foi confirmado. Se você concluiu o pagamento, seu pedido será processado automaticamente assim que o backend Taler o confirmar."
